id,decision,decision_source,species,rank,review_key,filename,tile_name,source_match,included_in_finalized,decision_file
ochrophaeus-0602,keep,reviewed_unmarked_keep,D. ochrophaeus,2,Process_316_raw_green.ome.tiff::tile_y012288_x008192.tiff::1,Process_316_raw_green.ome.tiff,tile_y012288_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0601,keep,reviewed_unmarked_keep,D. ochrophaeus,1,Process_316_raw_green.ome.tiff::tile_y012288_x008192.tiff::2,Process_316_raw_green.ome.tiff,tile_y012288_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0606,keep,reviewed_unmarked_keep,D. ochrophaeus,6,Process_316_raw_green.ome.tiff::tile_y012288_x008192.tiff::4,Process_316_raw_green.ome.tiff,tile_y012288_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0621,keep,reviewed_unmarked_keep,D. ochrophaeus,21,Process_316_raw_green.ome.tiff::tile_y012288_x008192.tiff::5,Process_316_raw_green.ome.tiff,tile_y012288_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0617,problem,explicit,D. ochrophaeus,17,Process_316_raw_green.ome.tiff::tile_y012288_x008192.tiff::6,Process_316_raw_green.ome.tiff,tile_y012288_x008192.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0624,keep,reviewed_unmarked_keep,D. ochrophaeus,24,Process_316_raw_green.ome.tiff::tile_y020480_x028672.tiff::2,Process_316_raw_green.ome.tiff,tile_y020480_x028672.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0605,problem,explicit,D. ochrophaeus,5,Process_316_raw_green.ome.tiff::tile_y024576_x008192.tiff::11,Process_316_raw_green.ome.tiff,tile_y024576_x008192.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0637,problem,explicit,D. ochrophaeus,37,Process_316_raw_green.ome.tiff::tile_y028672_x008192.tiff::11,Process_316_raw_green.ome.tiff,tile_y028672_x008192.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0626,keep,reviewed_unmarked_keep,D. ochrophaeus,26,Process_316_raw_green.ome.tiff::tile_y028672_x008192.tiff::12,Process_316_raw_green.ome.tiff,tile_y028672_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0618,keep,reviewed_unmarked_keep,D. ochrophaeus,18,Process_316_raw_green.ome.tiff::tile_y028672_x008192.tiff::17,Process_316_raw_green.ome.tiff,tile_y028672_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0603,keep,reviewed_unmarked_keep,D. ochrophaeus,3,Process_316_raw_green.ome.tiff::tile_y028672_x008192.tiff::19,Process_316_raw_green.ome.tiff,tile_y028672_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0636,keep,reviewed_unmarked_keep,D. ochrophaeus,36,Process_316_raw_green.ome.tiff::tile_y028672_x008192.tiff::5,Process_316_raw_green.ome.tiff,tile_y028672_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0610,keep,reviewed_unmarked_keep,D. ochrophaeus,10,Process_316_raw_green.ome.tiff::tile_y028672_x008192.tiff::6,Process_316_raw_green.ome.tiff,tile_y028672_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0633,problem,explicit,D. ochrophaeus,33,Process_316_raw_green.ome.tiff::tile_y028672_x008192.tiff::7,Process_316_raw_green.ome.tiff,tile_y028672_x008192.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0627,keep,reviewed_unmarked_keep,D. ochrophaeus,27,Process_316_raw_green.ome.tiff::tile_y028672_x008192.tiff::9,Process_316_raw_green.ome.tiff,tile_y028672_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0634,keep,reviewed_unmarked_keep,D. ochrophaeus,34,Process_316_raw_green.ome.tiff::tile_y028672_x032768.tiff::1,Process_316_raw_green.ome.tiff,tile_y028672_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0615,keep,reviewed_unmarked_keep,D. ochrophaeus,15,Process_316_raw_green.ome.tiff::tile_y028672_x032768.tiff::11,Process_316_raw_green.ome.tiff,tile_y028672_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0609,keep,reviewed_unmarked_keep,D. ochrophaeus,9,Process_316_raw_green.ome.tiff::tile_y028672_x032768.tiff::21,Process_316_raw_green.ome.tiff,tile_y028672_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0611,keep,reviewed_unmarked_keep,D. ochrophaeus,11,Process_316_raw_green.ome.tiff::tile_y028672_x032768.tiff::4,Process_316_raw_green.ome.tiff,tile_y028672_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0628,keep,reviewed_unmarked_keep,D. ochrophaeus,28,Process_316_raw_green.ome.tiff::tile_y028672_x032768.tiff::7,Process_316_raw_green.ome.tiff,tile_y028672_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0638,problem,explicit,D. ochrophaeus,38,Process_316_raw_green.ome.tiff::tile_y028672_x045056.tiff::1,Process_316_raw_green.ome.tiff,tile_y028672_x045056.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0639,problem,explicit,D. ochrophaeus,39,Process_316_raw_green.ome.tiff::tile_y036864_x016384.tiff::11,Process_316_raw_green.ome.tiff,tile_y036864_x016384.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0619,keep,reviewed_unmarked_keep,D. ochrophaeus,19,Process_316_raw_green.ome.tiff::tile_y036864_x016384.tiff::13,Process_316_raw_green.ome.tiff,tile_y036864_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0625,keep,reviewed_unmarked_keep,D. ochrophaeus,25,Process_316_raw_green.ome.tiff::tile_y036864_x016384.tiff::15,Process_316_raw_green.ome.tiff,tile_y036864_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0614,keep,reviewed_unmarked_keep,D. ochrophaeus,14,Process_316_raw_green.ome.tiff::tile_y036864_x016384.tiff::2,Process_316_raw_green.ome.tiff,tile_y036864_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0623,keep,reviewed_unmarked_keep,D. ochrophaeus,23,Process_316_raw_green.ome.tiff::tile_y036864_x016384.tiff::7,Process_316_raw_green.ome.tiff,tile_y036864_x016384.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0631,keep,reviewed_unmarked_keep,D. ochrophaeus,31,Process_316_raw_green.ome.tiff::tile_y045056_x024576.tiff::2,Process_316_raw_green.ome.tiff,tile_y045056_x024576.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0629,keep,reviewed_unmarked_keep,D. ochrophaeus,29,Process_316_raw_green.ome.tiff::tile_y045056_x024576.tiff::3,Process_316_raw_green.ome.tiff,tile_y045056_x024576.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0613,keep,reviewed_unmarked_keep,D. ochrophaeus,13,Process_316_raw_green.ome.tiff::tile_y045056_x024576.tiff::4,Process_316_raw_green.ome.tiff,tile_y045056_x024576.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0620,keep,reviewed_unmarked_keep,D. ochrophaeus,20,Process_322_raw_green.ome.tiff::tile_y008192_x073728.tiff::3,Process_322_raw_green.ome.tiff,tile_y008192_x073728.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0612,keep,reviewed_unmarked_keep,D. ochrophaeus,12,Process_322_raw_green.ome.tiff::tile_y016384_x077824.tiff::1,Process_322_raw_green.ome.tiff,tile_y016384_x077824.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0635,keep,reviewed_unmarked_keep,D. ochrophaeus,35,Process_322_raw_green.ome.tiff::tile_y016384_x090112.tiff::1,Process_322_raw_green.ome.tiff,tile_y016384_x090112.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0632,keep,reviewed_unmarked_keep,D. ochrophaeus,32,Process_322_raw_green.ome.tiff::tile_y016384_x090112.tiff::3,Process_322_raw_green.ome.tiff,tile_y016384_x090112.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0608,keep,reviewed_unmarked_keep,D. ochrophaeus,8,Process_322_raw_green.ome.tiff::tile_y024576_x032768.tiff::10,Process_322_raw_green.ome.tiff,tile_y024576_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0604,keep,reviewed_unmarked_keep,D. ochrophaeus,4,Process_322_raw_green.ome.tiff::tile_y024576_x032768.tiff::3,Process_322_raw_green.ome.tiff,tile_y024576_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
ochrophaeus-0607,problem,explicit,D. ochrophaeus,7,Process_322_raw_green.ome.tiff::tile_y024576_x032768.tiff::6,Process_322_raw_green.ome.tiff,tile_y024576_x032768.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/image_quality_matched_review_extension_20260714_decisions_aeneus_wrighti_orestes_ochrophaeus.csv
